fecha,vuelo,origen,destino,pasajeros,retraso_minutos,combustible_litros,temperatura,tripulacion,equipaje_kg,carga_kg,velocidad_crucero,altitud_crucero,distancia_km,duracion_prevista,duracion_real,escala_tecnica,puerta_embarque,terminal,tipo_avion,capacidad_maxima,asientos_business,asientos_turista,ocupacion_percent,precio_medio,ingresos,costes_operacion,satisfaccion_media,incidencias,clima_origen,clima_destino,visibilidad_origen,visibilidad_destino,viento_origen,viento_destino,presion_origen,presion_destino,humedad_origen,humedad_destino,conexiones,equipaje_perdido,comidas_servidas,bebidas_servidas,peliculas_disponibles,wifi_disponible,asientos_preferentes,mascotas_abordo,asistencias_especiales,edad_media_pasajeros,satisfaccion_comida,satisfaccion_vuelo,satisfaccion_tripulacion,consumo_entretenimiento,uso_wifi_percent,compras_abordo,nivel_combustible_llegada,tiempo_taxi_despegue,tiempo_taxi_aterrizaje
2023-11-29,VY6204,BCN,PMI,274,28,4697,9,8,3287.2,889.5,873,11070,825,126,161,true,A1,T1,A321,220,22,198,124.5,264.4,72445.6,26517.6,4.7,1,Nublado,Lluvia,10,5,17.6,17.6,1008.9,1008.2,61,75,1,0,246,548,49,true,22,8,3,33.9,4.6,4.3,3.9,78.1,83.5,1168.5,1808,13,6
2023-11-30,IB3473,BCN,AMS,252,27,7206,7,7,3700.3,946.1,857,10063,886,85,111,false,B4,T1,A320,200,20,180,126.0,227.3,57279.6,23757.9,4.5,3,Soleado,Lluvia,10,3,17.9,18.6,1013.1,1017.2,72,89,1,1,226,504,60,false,20,5,9,38.1,4.4,4.4,4.9,61.9,79.9,1276.6,1414,15,6
2023-12-01,IB2322,BCN,MAH,219,15,5091,17,8,1746.4,2355.6,865,9916,442,147,161,false,A8,T1,A320,200,20,180,109.5,104.6,22907.4,49037.3,4.1,1,Nublado,Lluvia,10,7,19.6,16.7,1016.6,1013.3,90,81,2,2,197,438,40,false,20,0,4,35.2,4.3,4.4,3.9,64.6,84.5,1611.0,2277,12,6
2023-12-02,IB1904,BCN,LEI,168,30,6251,9,6,3621.9,924.5,802,11817,712,93,116,false,C6,T1,A330,250,25,225,67.2,189.6,31852.8,15249.5,4.3,0,Nublado,Soleado,10,10,13.2,15.5,1015.3,1009.6,81,82,3,1,151,336,47,true,25,0,2,46.7,4.0,3.9,4.8,75.4,88.2,976.9,1781,15,6
2023-12-03,VY9994,BCN,IBZ,280,19,7256,15,8,3089.6,1461.6,862,9215,579,97,106,true,C3,T1,A320,200,20,180,140.0,265.7,74396.0,24627.0,4.9,0,Nublado,Nublado,10,10,20.2,21.8,1018.1,1017.7,62,61,1,2,252,560,63,true,20,4,8,42.4,4.3,4.4,3.9,77.0,85.9,922.6,1946,13,6
2023-12-04,IB8591,MAD,LPA,212,5,6028,17,5,2370.9,2351.9,873,9164,520,76,82,false,C22,T4,A319,180,18,162,117.8,252.0,53424.0,28000.2,4.7,0,Nublado,Nublado,10,10,15.6,12.1,1011.1,1019.2,85,68,3,2,190,424,40,false,18,6,3,33.4,3.9,3.8,3.8,74.4,68.9,2058.5,2261,8,8
2023-12-05,IB9026,BCN,CDG,220,8,5232,16,6,2054.7,2305.8,867,12120,565,136,151,true,C11,T1,A321,220,22,198,100.0,266.3,58586.0,21968.6,4.2,0,Lluvia,Lluvia,7,7,13.2,18.7,1017.2,1013.6,77,89,5,0,198,440,53,false,22,1,7,42.9,4.7,4.3,4.7,57.4,76.1,1619.8,1783,14,7
2023-12-06,VY9928,BCN,IBZ,245,14,6739,9,6,3726.8,1242.4,804,9890,967,100,106,true,B15,T1,A321,220,22,198,111.4,256.5,62842.5,38508.5,4.4,0,Soleado,Nublado,10,10,14.7,12.6,1008.1,1008.8,76,83,5,2,220,490,52,true,22,1,7,43.8,4.1,4.6,4.6,64.5,60.3,2216.9,1924,11,12
2023-12-07,IB1177,BCN,LPA,264,30,6175,17,7,3740.5,1902.2,809,12017,1160,59,65,false,A12,T1,A321,220,22,198,120.0,216.6,57182.4,38586.4,4.7,1,Soleado,Lluvia,10,10,12.7,14.5,1010.0,1012.4,75,64,4,2,237,528,40,true,22,5,9,33.2,3.8,4.1,4.1,72.7,88.4,816.9,2115,7,12
2023-12-08,IB4615,BCN,IBZ,261,21,5194,20,6,2763.9,1149.3,888,11979,634,116,116,true,C5,T1,A320,200,20,180,130.5,153.4,40037.4,39873.3,4.5,0,Nublado,Nublado,10,10,14.9,14.5,1010.1,1019.5,80,61,3,0,234,522,50,true,20,3,3,47.3,4.4,3.8,4.1,62.9,81.6,900.5,1580,13,11
2023-12-09,VY1341,MAD,CDG,253,14,4187,22,6,3511.4,2250.2,819,11010,1255,96,111,true,B8,T4,A321,220,22,198,115.0,155.5,39341.5,40971.7,4.2,0,Soleado,Soleado,10,10,15.5,13.3,1017.2,1013.0,71,79,1,1,227,506,63,false,22,4,3,40.9,4.0,3.8,4.6,55.2,77.5,1377.5,1506,15,11
2023-12-10,IB1586,BCN,FUE,255,0,5157,8,4,3171.6,2175.0,876,10514,811,106,116,true,B6,T1,A350,300,30,270,85.0,160.4,40902.0,22709.2,4.6,0,Lluvia,Lluvia,10,3,19.0,21.3,1011.2,1013.6,67,60,5,1,229,510,56,true,30,5,7,38.1,4.3,4.5,4.4,71.5,60.0,2167.7,1683,14,11
2023-12-11,VY9107,BCN,TFS,142,27,5939,17,7,2015.8,2225.7,818,10315,637,80,107,true,A8,T1,A320,200,20,180,71.0,165.0,23430.0,24155.6,4.7,1,Nublado,Lluvia,10,2,15.0,19.5,1016.3,1014.0,81,69,2,2,127,284,56,true,20,3,9,47.5,3.7,4.0,4.2,69.9,74.5,1297.9,1715,6,6
2023-12-12,VY8496,MAD,AMS,196,12,5969,9,8,3285.9,1093.5,837,9557,1270,54,54,true,C19,T4,A319,180,18,162,108.9,129.8,25440.8,37476.2,3.8,2,Nublado,Lluvia,10,8,16.9,16.8,1016.0,1016.9,73,86,5,1,176,392,46,true,18,0,7,43.1,4.5,3.9,4.0,72.3,74.5,1100.1,2232,8,8
2023-12-13,VY2901,MAD,ORY,147,8,5468,22,8,3683.9,1956.3,868,11508,1144,102,115,false,B2,T4,A321,220,22,198,66.8,236.5,34765.5,46063.4,4.8,2,Soleado,Nublado,10,10,13.3,17.6,1009.3,1009.4,81,81,3,1,132,294,51,true,22,5,7,47.1,4.3,4.4,3.8,69.8,88.2,2173.5,2006,9,9
2023-12-14,IB6479,BCN,TFN,242,16,5394,9,4,2782.0,1495.0,877,10566,690,129,144,false,B23,T1,A350,300,30,270,80.7,295.0,71390.0,42619.0,4.4,1,Lluvia,Lluvia,10,6,14.1,18.7,1011.9,1013.8,82,64,3,2,217,484,65,true,30,3,4,34.4,4.8,4.1,4.8,64.3,69.6,2273.6,2129,9,8
2023-12-15,VY8478,MAD,SCQ,243,16,5896,10,6,3148.0,2485.6,886,9989,848,129,155,true,A25,T4,A320,200,20,180,121.5,222.4,54043.2,29091.1,4.6,3,Soleado,Nublado,10,10,13.4,21.8,1013.1,1013.9,66,62,1,2,218,486,48,false,20,5,8,43.7,4.5,4.4,4.4,71.4,60.3,1599.9,2368,9,10
2023-12-16,IB2085,BCN,SCQ,264,8,6674,22,8,2873.2,1313.4,824,12152,930,143,148,false,A2,T1,A320,200,20,180,132.0,205.6,54278.4,20634.4,3.9,2,Nublado,Nublado,10,10,17.6,18.7,1014.2,1018.4,85,69,5,1,237,528,51,true,20,0,5,40.5,4.2,3.8,4.6,71.0,83.4,1882.3,1483,13,8
2023-12-17,VY2339,MAD,XRY,266,5,5625,8,6,3453.7,1583.5,827,9462,475,86,92,true,B22,T4,A330,250,25,225,106.4,259.5,69027.0,44669.3,4.7,1,Lluvia,Lluvia,5,8,17.8,13.9,1018.1,1015.4,73,76,1,2,239,532,63,true,25,3,2,42.8,4.6,4.2,4.4,58.5,81.1,747.6,1554,10,7
2023-12-18,VY2419,MAD,MXP,214,3,6204,8,6,3133.8,1496.6,807,12024,1134,110,110,false,A9,T4,A330,250,25,225,85.6,221.3,47358.2,47032.5,4.4,2,Lluvia,Nublado,7,10,15.9,19.3,1010.8,1015.6,60,70,5,0,192,428,59,true,25,6,9,44.5,4.1,4.1,4.7,76.9,75.6,1247.9,1363,9,8
2023-12-19,IB2145,BCN,TFS,221,10,5779,7,7,2206.6,2274.7,814,9964,639,105,109,true,C13,T1,A320,200,20,180,110.5,227.8,50343.8,36658.0,4.0,1,Soleado,Soleado,10,10,15.5,16.4,1014.6,1012.0,89,72,2,2,198,442,60,true,20,6,10,38.1,4.0,4.1,4.7,61.8,61.7,1505.6,2372,7,7
2023-12-20,VY3191,BCN,LCG,150,0,5997,18,4,2117.5,1488.1,882,10140,842,94,103,true,C3,T1,A319,180,18,162,83.3,148.1,22215.0,26742.0,3.7,3,Soleado,Nublado,10,10,12.7,20.5,1019.4,1019.9,61,64,4,0,135,300,60,false,18,5,5,47.2,4.2,4.4,4.9,60.7,67.8,870.9,2232,8,9
2023-12-21,IB5768,MAD,HOR,214,27,4864,21,8,3340.2,1322.0,845,12118,791,116,145,false,A11,T4,A321,220,22,198,97.3,275.2,58892.8,30160.8,4.2,1,Soleado,Nublado,10,10,17.4,16.7,1011.1,1010.5,74,88,4,1,192,428,43,false,22,8,1,45.8,4.1,4.4,4.7,58.0,65.4,1630.8,1345,15,9
2023-12-22,VY5742,MAD,VLC,187,26,4819,14,6,3058.7,1642.3,813,9470,939,61,72,true,A14,T4,A319,180,18,162,103.9,263.7,49311.9,14206.0,4.2,0,Soleado,Soleado,10,10,20.4,21.7,1013.0,1015.9,89,90,2,1,168,374,47,true,18,0,5,44.6,4.1,4.5,4.9,66.1,63.0,2452.3,1771,11,7
2023-12-23,VY5801,MAD,SVQ,190,15,6595,11,6,1867.9,1723.4,846,10364,1186,87,104,false,B18,T4,A330,250,25,225,76.0,269.3,51167.0,35385.4,3.8,1,Nublado,Lluvia,10,6,17.3,12.0,1012.6,1010.8,65,67,2,2,171,380,59,true,25,3,6,36.3,4.0,3.9,3.9,77.4,64.6,758.4,2227,6,12
2023-12-24,IB5389,MAD,AMS,172,27,4193,10,5,2337.7,1915.6,818,12028,586,110,137,false,B22,T4,A319,180,18,162,95.6,183.6,31579.2,17219.6,4.4,0,Lluvia,Nublado,4,10,12.3,14.0,1017.6,1011.9,63,87,5,2,154,344,60,false,18,8,10,39.2,4.7,4.1,4.0,71.0,65.3,1215.7,1337,6,7
2023-12-25,VY1790,BCN,IBZ,166,30,6594,20,7,3770.0,1455.4,826,9486,432,100,137,false,C12,T1,A350,300,30,270,55.3,206.0,34196.0,23266.2,4.5,2,Nublado,Soleado,10,10,21.6,18.4,1017.8,1017.3,60,87,5,2,149,332,64,false,30,2,2,49.7,3.8,4.0,4.4,57.1,60.5,1547.8,2308,12,12
2023-12-26,VY3683,BCN,SVQ,196,10,5855,12,4,3423.4,1092.5,889,9474,1109,87,94,true,A4,T1,A350,300,30,270,65.3,112.7,22089.2,41385.0,3.8,1,Nublado,Lluvia,10,6,21.5,14.7,1017.1,1020.0,88,89,3,1,176,392,48,true,30,8,9,36.7,4.5,4.7,4.7,65.3,62.4,2483.7,1988,8,9
2023-12-27,IB9821,MAD,LEI,142,6,6858,13,3,3157.9,1939.7,850,11782,419,121,130,true,A11,T4,A321,220,22,198,64.5,101.6,14427.2,15749.8,3.9,2,Nublado,Soleado,10,10,17.4,13.7,1019.7,1016.3,68,86,2,1,127,284,42,true,22,2,4,48.7,3.9,4.8,4.3,77.1,80.7,804.0,2302,9,12
2023-12-28,VY5180,MAD,TFN,264,23,4907,21,5,2479.7,884.8,845,9356,611,100,123,false,B12,T4,A321,220,22,198,120.0,150.9,39837.6,26164.5,4.4,1,Lluvia,Nublado,8,10,17.4,13.6,1008.6,1012.8,76,74,2,2,237,528,51,false,22,7,3,45.3,4.7,4.2,4.2,77.1,87.1,2248.8,2107,7,5
2023-12-29,IB6975,MAD,FAO,191,14,5997,22,4,3719.9,889.8,880,10905,646,60,71,true,B23,T4,A350,300,30,270,63.7,165.9,31686.9,41000.9,3.8,2,Soleado,Nublado,10,10,19.3,18.8,1016.7,1013.5,63,78,3,0,171,382,48,true,30,7,1,38.1,3.7,4.8,4.4,50.3,80.8,1898.1,1614,14,9
2023-12-30,VY2343,MAD,SCQ,254,12,6428,8,3,3010.5,1317.8,841,11076,649,76,80,false,A6,T4,A330,250,25,225,101.6,195.0,49530.0,25803.6,4.2,2,Nublado,Soleado,10,10,20.8,21.1,1016.7,1015.0,65,83,3,1,228,508,53,true,25,1,5,33.1,4.6,4.9,4.6,59.0,69.7,1667.9,1883,11,6
2023-12-31,VY7812,BCN,FUE,209,11,6969,9,6,1873.8,1929.6,829,9313,1252,50,50,false,A15,T1,A319,180,18,162,116.1,251.9,52647.1,16572.6,4.2,0,Soleado,Soleado,10,10,21.9,15.6,1014.7,1019.6,87,78,3,1,188,418,50,false,18,2,7,33.9,4.0,4.5,3.9,78.4,66.5,1257.9,2009,12,12
2024-01-01,VY9308,MAD,FCO,279,17,5350,22,7,3745.9,2082.5,851,9210,973,79,86,false,A6,T4,A319,180,18,162,155.0,128.8,35935.2,14303.4,4.8,1,Lluvia,Nublado,4,10,19.6,14.3,1014.5,1016.5,89,90,5,1,251,558,50,true,18,1,7,42.5,3.9,4.6,3.8,56.3,70.3,1717.7,2242,11,9
2024-01-02,VY6227,BCN,ACE,182,11,6555,19,6,1947.7,2240.7,837,11550,983,115,127,false,C14,T1,A321,220,22,198,82.7,136.5,24843.0,36303.1,4.0,2,Soleado,Lluvia,10,3,14.5,18.7,1011.9,1018.8,61,66,4,0,163,364,50,false,22,6,3,44.1,4.2,4.1,3.8,77.9,70.4,1775.3,2032,14,11
2024-01-03,VY8154,BCN,LEI,157,23,5184,21,7,2611.5,1110.1,872,10823,682,134,153,false,B12,T1,A320,200,20,180,78.5,182.3,28621.1,33557.2,4.3,2,Nublado,Soleado,10,10,13.8,21.7,1011.7,1009.7,88,65,1,2,141,314,55,true,20,2,9,38.6,4.5,4.6,4.7,74.3,81.8,1866.8,1613,7,5
2024-01-04,VY8798,MAD,LCG,247,23,6794,22,6,3074.3,2005.1,853,9056,746,54,58,false,B17,T4,A319,180,18,162,137.2,182.0,44954.0,46773.7,4.8,2,Lluvia,Soleado,6,10,13.9,16.0,1018.7,1017.1,82,84,3,2,222,494,45,true,18,5,6,43.1,4.2,4.3,4.2,67.3,80.1,967.9,1549,7,11
2024-01-05,IB2738,MAD,PMI,229,18,7338,7,4,3288.9,2498.0,809,11614,610,66,86,true,C16,T4,A321,220,22,198,104.1,147.0,33663.0,15436.9,4.7,2,Soleado,Nublado,10,10,12.6,14.0,1019.4,1013.2,83,76,4,1,206,458,49,true,22,1,6,45.7,3.9,4.4,4.5,70.6,82.3,914.4,1685,6,7
2024-01-06,VY5985,BCN,HOR,147,30,4768,9,6,3412.2,2357.5,827,11646,1123,70,99,true,C1,T1,A350,300,30,270,49.0,281.6,41395.2,32039.7,3.8,3,Soleado,Lluvia,10,10,20.7,20.6,1009.3,1011.7,76,73,3,2,132,294,62,true,30,1,3,38.7,3.7,4.7,4.9,53.7,88.1,2456.1,1641,13,8
2024-01-07,VY8562,BCN,BJZ,140,22,4328,19,8,2791.6,2436.0,828,9701,625,61,71,false,B15,T1,A319,180,18,162,77.8,272.1,38094.0,34094.1,3.9,3,Nublado,Soleado,10,10,17.4,16.2,1019.7,1019.1,83,67,2,0,126,280,60,true,18,1,7,40.7,4.0,4.8,3.8,76.4,87.2,1434.4,1652,14,8
2024-01-08,IB9486,MAD,LEI,151,29,7385,22,3,2695.7,1967.3,801,9874,917,132,151,false,A11,T4,A321,220,22,198,68.6,166.1,25081.1,25176.6,4.0,3,Soleado,Nublado,10,10,14.2,17.8,1014.8,1015.6,80,88,1,0,135,302,45,false,22,6,10,47.1,4.0,4.2,4.7,74.6,87.6,2415.0,1806,12,8
2024-01-09,VY2132,MAD,MAH,195,5,5003,15,7,1970.3,1665.2,806,10557,789,120,128,false,C13,T4,A319,180,18,162,108.3,188.5,36757.5,40784.7,4.0,2,Nublado,Nublado,10,10,18.1,15.6,1011.3,1011.5,73,82,4,2,175,390,45,true,18,4,1,40.9,4.2,3.9,3.9,75.8,74.4,1029.5,1492,8,8
2024-01-10,IB8411,MAD,HOR,144,7,7274,14,3,2244.0,1302.2,804,9435,950,97,103,false,C11,T4,A321,220,22,198,65.5,188.0,27072.0,25817.3,4.3,1,Soleado,Nublado,10,10,19.6,16.8,1016.6,1014.1,64,67,5,1,129,288,44,true,22,5,4,43.1,4.2,4.1,3.7,65.4,60.3,1331.8,1752,6,7
2024-01-11,IB4268,MAD,CDG,223,3,4417,9,3,1835.4,1334.8,825,9300,480,101,108,false,B3,T4,A320,200,20,180,111.5,199.4,44466.2,42233.3,4.7,1,Nublado,Nublado,10,10,14.5,15.5,1018.6,1012.3,78,89,2,0,200,446,58,true,20,8,2,48.0,4.7,3.7,4.0,73.2,75.5,1816.2,2289,12,7
2024-01-12,IB7290,MAD,FUE,194,0,5338,12,4,3173.0,1529.0,872,10106,942,96,97,false,C17,T4,A320,200,20,180,97.0,149.7,29041.8,23213.3,4.5,3,Soleado,Lluvia,10,9,19.2,18.0,1019.4,1013.7,63,75,4,2,174,388,56,false,20,3,7,47.1,4.4,3.8,4.3,74.6,75.1,824.0,1645,8,5
2024-01-13,VY4863,BCN,SPC,280,28,4298,12,4,2883.3,1443.9,834,11160,756,111,123,true,C4,T1,A319,180,18,162,155.6,184.0,51520.0,14242.3,4.5,1,Nublado,Soleado,10,10,15.1,18.0,1018.2,1017.0,70,66,4,1,252,560,55,true,18,7,6,41.4,4.3,4.3,4.2,72.8,86.3,2176.2,1903,12,12
2024-01-14,VY7004,BCN,BIO,182,6,6034,22,3,3549.3,2119.0,882,11299,562,133,145,false,A22,T1,A319,180,18,162,101.1,205.2,37346.4,22535.9,3.7,3,Nublado,Lluvia,10,2,20.4,12.3,1012.7,1009.0,73,78,5,0,163,364,47,false,18,0,2,49.5,4.8,4.8,4.6,52.3,83.4,1128.2,2317,8,5
2024-01-15,IB6821,MAD,LPA,165,9,6995,11,4,1874.0,2369.1,874,11975,655,113,132,true,C6,T4,A350,300,30,270,55.0,176.3,29089.5,30732.0,4.4,3,Soleado,Lluvia,10,8,21.9,14.2,1012.9,1016.5,68,86,2,2,148,330,45,true,30,6,7,44.6,4.3,4.5,4.8,59.1,76.3,2142.4,2385,7,11
2024-01-16,VY4060,BCN,MAH,269,22,5729,7,3,2549.3,1763.8,863,11806,1147,126,152,true,A14,T1,A320,200,20,180,134.5,211.1,56785.9,23923.7,3.9,0,Soleado,Nublado,10,10,18.4,16.3,1016.3,1009.3,77,82,2,2,242,538,47,true,20,1,9,48.9,3.8,3.9,4.6,63.6,89.4,883.0,1703,15,11
2024-01-17,IB9575,MAD,SPC,170,30,6652,10,8,1833.7,1006.7,811,9919,888,132,168,false,C2,T4,A321,220,22,198,77.3,228.7,38879.0,35512.4,3.8,3,Nublado,Lluvia,10,3,18.6,15.3,1014.1,1009.9,73,67,4,0,153,340,45,true,22,1,1,42.9,4.6,3.7,4.8,53.1,89.4,1860.7,2348,11,10
2024-01-18,VY9484,MAD,LPA,241,21,4661,21,6,1868.2,1408.0,856,11958,1295,66,82,true,A24,T4,A321,220,22,198,109.5,289.4,69745.4,23138.4,4.3,0,Nublado,Soleado,10,10,13.8,14.1,1015.5,1019.8,81,82,4,1,216,482,65,true,22,5,8,42.4,4.2,3.9,4.1,67.2,66.5,2107.6,1761,9,6
2024-01-19,VY5622,BCN,FUE,229,11,7269,14,4,2940.8,2446.1,843,9835,472,139,144,false,A6,T1,A321,220,22,198,104.1,143.3,32815.7,41437.5,4.5,1,Lluvia,Nublado,7,10,20.7,12.9,1015.1,1018.1,69,74,3,0,206,458,41,true,22,8,1,34.7,3.9,4.2,3.7,52.2,68.6,1952.1,2360,6,10
2024-01-20,VY2537,BCN,PMI,160,28,6060,19,4,3682.0,1693.3,848,11544,591,120,139,true,B10,T1,A350,300,30,270,53.3,285.0,45600.0,43168.8,4.2,3,Soleado,Lluvia,10,8,14.5,20.8,1011.9,1010.9,90,61,3,0,144,320,65,false,30,6,7,36.4,4.0,4.0,4.4,62.2,67.1,767.1,1561,8,6
2024-01-21,VY8316,BCN,LIS,196,13,5421,10,4,2255.3,1058.7,877,9810,429,133,139,true,C10,T1,A321,220,22,198,89.1,151.0,29596.0,39628.2,4.1,0,Lluvia,Soleado,7,10,17.4,20.1,1017.2,1013.9,72,79,2,2,176,392,64,false,22,2,1,36.9,4.2,4.5,4.8,54.9,87.6,2272.2,2399,13,11
2024-01-22,VY5234,MAD,XRY,148,5,7198,9,3,1989.9,839.4,862,11589,684,147,149,false,A11,T4,A321,220,22,198,67.3,229.0,33892.0,48141.5,4.2,2,Lluvia,Nublado,10,10,12.4,13.1,1012.3,1012.7,76,87,3,0,133,296,48,false,22,0,2,45.5,4.3,4.4,4.5,71.7,70.2,2462.1,2382,7,9
2024-01-23,IB4440,BCN,BJZ,247,28,6619,15,6,2307.7,1544.8,878,10011,630,126,137,false,B5,T1,A330,250,25,225,98.8,123.7,30553.9,41855.7,4.7,2,Nublado,Nublado,10,10,13.6,16.7,1015.1,1014.1,83,65,5,1,222,494,59,false,25,6,3,33.7,4.0,3.9,3.8,64.7,68.3,1051.1,1950,14,9
2024-01-24,IB8053,BCN,GRX,165,27,4391,16,5,3602.5,1884.1,861,11093,670,148,178,true,A25,T1,A321,220,22,198,75.0,299.6,49434.0,41419.5,4.6,3,Soleado,Lluvia,10,3,18.4,20.7,1011.0,1019.6,65,80,3,2,148,330,47,true,22,2,9,47.7,4.2,4.3,4.8,61.0,81.1,1487.8,2265,8,12
2024-01-25,IB8763,BCN,LCG,156,6,7032,13,7,2410.8,1724.9,850,10530,577,122,127,true,A6,T1,A321,220,22,198,70.9,191.7,29905.2,43316.5,4.7,3,Lluvia,Soleado,3,10,14.7,20.4,1013.5,1019.4,67,79,4,1,140,312,55,false,22,2,3,44.1,4.4,3.7,4.5,75.4,71.1,1638.5,2360,14,12
2024-01-26,VY5388,MAD,GRO,168,10,5840,21,8,3150.4,1951.1,830,9146,1108,95,102,true,B15,T4,A330,250,25,225,67.2,108.4,18211.2,32035.1,4.6,2,Nublado,Nublado,10,10,17.9,20.2,1013.0,1017.1,65,88,4,2,151,336,54,false,25,1,9,46.6,4.6,4.5,4.2,55.0,80.2,2146.9,2326,9,7
2024-01-27,IB7515,BCN,AGP,227,22,5344,20,7,2400.0,2109.0,817,11278,510,73,87,false,C24,T1,A319,180,18,162,126.1,150.8,34231.6,48251.8,4.4,3,Nublado,Nublado,10,10,21.5,16.1,1013.9,1018.9,69,75,1,0,204,454,61,true,18,4,10,44.7,4.1,4.7,4.1,61.4,70.2,1582.3,2096,9,6
2024-01-28,IB2440,MAD,LCG,147,18,4300,11,6,3031.3,1357.7,834,11609,691,68,83,true,A16,T4,A330,250,25,225,58.8,241.2,35456.4,42583.7,4.3,1,Nublado,Lluvia,10,6,12.9,16.5,1019.3,1017.5,89,62,5,2,132,294,46,false,25,0,6,37.3,4.6,4.4,4.7,74.2,84.9,2452.2,1572,6,11
2024-01-29,VY9417,MAD,XRY,167,0,6280,14,6,2505.1,1451.3,844,10194,1086,147,156,true,A5,T4,A320,200,20,180,83.5,286.4,47828.8,23217.3,4.4,2,Soleado,Nublado,10,10,12.2,15.4,1019.5,1017.1,84,75,4,2,150,334,41,true,20,0,1,33.5,3.8,4.3,4.9,70.3,79.2,2115.2,1748,7,7
2024-01-30,VY5676,BCN,LCG,246,11,4107,22,3,2704.0,2475.9,828,10566,500,108,114,false,B13,T1,A330,250,25,225,98.4,120.3,29593.8,20351.7,3.8,2,Nublado,Soleado,10,10,13.0,16.4,1013.7,1012.9,83,61,4,1,221,492,51,false,25,5,7,36.7,4.2,4.6,4.1,60.4,62.4,1954.5,1375,6,7
2024-01-31,IB8064,MAD,LEI,197,25,4905,12,4,1715.1,906.7,824,10610,737,142,174,false,A14,T4,A330,250,25,225,78.8,212.0,41764.0,22302.4,4.1,1,Soleado,Lluvia,10,9,18.3,16.2,1016.4,1011.0,76,72,3,0,177,394,43,true,25,3,7,35.8,3.9,4.8,4.5,57.5,79.7,859.8,1930,7,6
2024-02-01,IB8920,MAD,FUE,229,6,6186,9,3,2881.4,982.0,800,9074,875,147,157,false,C17,T4,A320,200,20,180,114.5,160.9,36846.1,48471.0,4.3,0,Lluvia,Lluvia,10,7,17.5,20.1,1012.4,1008.4,70,84,3,1,206,458,52,false,20,2,1,36.7,4.8,4.1,4.4,54.5,79.9,1401.9,2326,11,8
2024-02-02,VY5014,MAD,PMI,240,9,4072,16,3,3616.6,2212.4,829,9121,869,53,64,true,B1,T4,A319,180,18,162,133.3,139.2,33408.0,41075.7,3.7,2,Nublado,Nublado,10,10,21.5,14.9,1009.5,1009.1,84,86,4,0,216,480,41,true,18,8,7,33.2,4.4,4.6,3.7,71.9,81.7,1045.8,2154,13,8
2024-02-03,IB1201,MAD,GRX,279,12,6503,9,7,3497.3,2290.9,816,11368,1184,112,113,true,B17,T4,A321,220,22,198,126.8,191.2,53344.8,22479.2,4.6,0,Soleado,Lluvia,10,6,20.4,15.4,1012.5,1012.8,72,62,4,2,251,558,58,true,22,1,10,34.9,4.1,4.1,4.1,55.8,82.9,2094.8,1933,15,8
2024-02-04,VY4656,BCN,GRX,151,30,5811,20,8,2614.6,1166.0,812,10288,1061,124,143,true,B1,T1,A320,200,20,180,75.5,250.0,37750.0,29597.3,4.5,1,Lluvia,Soleado,3,10,19.8,17.2,1019.0,1010.5,76,65,1,0,135,302,44,true,20,2,4,37.7,4.8,4.8,4.0,72.4,71.5,2051.7,1826,6,7
2024-02-05,IB9960,BCN,ORY,207,2,6920,15,3,2970.3,953.3,842,9085,705,136,147,true,B25,T1,A320,200,20,180,103.5,216.1,44732.7,25074.8,4.3,1,Lluvia,Nublado,3,10,14.1,17.5,1016.9,1019.2,71,86,3,2,186,414,58,false,20,5,5,49.1,4.1,3.9,4.8,77.1,74.2,1754.1,1466,11,12
2024-02-06,VY5032,BCN,CDG,277,13,6586,7,6,3363.7,2270.7,882,9184,886,89,94,false,A1,T1,A350,300,30,270,92.3,263.9,73100.3,32960.9,4.7,1,Nublado,Soleado,10,10,15.7,12.6,1013.4,1011.0,78,82,4,1,249,554,40,false,30,7,6,44.6,4.9,3.8,4.9,70.0,62.1,2217.1,2306,6,6
2024-02-07,IB4273,BCN,HOR,228,0,5579,22,7,3522.8,2227.7,837,9393,488,124,125,false,A25,T1,A321,220,22,198,103.6,182.1,41518.8,14354.7,3.9,3,Soleado,Nublado,10,10,17.6,16.8,1008.9,1013.8,70,76,4,0,205,456,47,false,22,2,2,47.1,4.1,4.0,4.1,51.7,83.0,2416.8,1370,6,6
2024-02-08,IB8707,BCN,TFS,238,1,7291,13,4,2826.9,2243.8,861,10433,1175,92,100,false,A21,T1,A319,180,18,162,132.2,101.8,24228.4,37171.3,4.1,0,Nublado,Soleado,10,10,20.5,20.5,1011.6,1016.1,69,66,3,2,214,476,49,false,18,7,7,47.1,3.9,3.9,4.2,66.8,86.4,2194.9,1954,14,12
2024-02-09,IB1029,BCN,PMI,264,9,4375,7,4,3073.5,2476.7,879,9550,659,108,121,true,A20,T1,A319,180,18,162,146.7,223.3,58951.2,28640.0,3.8,2,Soleado,Lluvia,10,9,20.4,21.6,1013.3,1017.4,75,63,4,1,237,528,56,true,18,3,7,36.8,4.2,4.4,4.5,64.0,87.8,778.6,1465,13,10
