fecha,vuelo,origen,destino,pasajeros,retraso_minutos,combustible_litros,temperatura,tripulacion,equipaje_kg,carga_kg,velocidad_crucero,altitud_crucero,distancia_km,duracion_prevista,duracion_real,escala_tecnica,puerta_embarque,terminal,tipo_avion,capacidad_maxima,asientos_business,asientos_turista,ocupacion_percent,precio_medio,ingresos,costes_operacion,satisfaccion_media,incidencias,clima_origen,clima_destino,visibilidad_origen,visibilidad_destino,viento_origen,viento_destino,presion_origen,presion_destino,humedad_origen,humedad_destino,conexiones,equipaje_perdido,comidas_servidas,bebidas_servidas,peliculas_disponibles,wifi_disponible,asientos_preferentes,mascotas_abordo,asistencias_especiales,edad_media_pasajeros,satisfaccion_comida,satisfaccion_vuelo,satisfaccion_tripulacion,consumo_entretenimiento,uso_wifi_percent,compras_abordo,nivel_combustible_llegada,tiempo_taxi_despegue,tiempo_taxi_aterrizaje
2023-12-04,VY5308,BCN,GRX,264,24,4466,17,4,3536.2,954.4,814,9827,1267,116,133,true,B3,T1,A320,200,20,180,132.0,249.2,65788.8,16935.9,3.8,3,Nublado,Soleado,10,10,14.1,13.3,1019.1,1015.4,84,67,4,1,237,528,58,true,20,4,3,49.3,3.9,4.8,4.5,54.3,74.9,1052.3,1557,13,11
2023-12-05,IB1754,MAD,IBZ,247,6,4013,7,7,2571.1,2058.6,823,11586,653,100,107,false,B24,T4,A320,200,20,180,123.5,264.3,65282.1,19644.3,4.1,1,Nublado,Nublado,10,10,14.0,18.0,1015.7,1019.3,64,85,3,0,222,494,40,true,20,7,7,49.2,4.2,4.5,4.8,73.5,71.7,1527.8,2112,9,12
2023-12-06,IB8842,BCN,IBZ,162,19,5935,18,5,1847.7,1462.4,830,11758,774,108,123,true,A14,T1,A350,300,30,270,54.0,257.1,41650.2,22270.0,4.7,1,Lluvia,Lluvia,4,4,14.6,13.0,1014.2,1018.7,69,86,2,2,145,324,40,false,30,1,1,37.6,4.9,4.5,4.5,52.7,78.1,1340.8,2234,8,12
2023-12-07,IB8246,BCN,LIS,279,16,4659,22,5,3577.8,926.6,829,9545,851,89,106,true,B9,T1,A320,200,20,180,139.5,136.4,38055.6,20775.6,4.6,0,Nublado,Soleado,10,10,13.8,15.3,1019.2,1009.3,78,76,4,0,251,558,62,false,20,3,6,45.9,4.6,4.9,4.5,55.4,71.8,2010.8,1347,9,8
2023-12-08,IB2297,MAD,LPA,231,2,4141,17,3,2906.1,2350.3,806,11734,561,125,137,false,B11,T4,A320,200,20,180,115.5,102.1,23585.1,35602.9,4.8,2,Nublado,Nublado,10,10,14.3,20.1,1008.4,1019.0,89,68,1,0,207,462,42,false,20,4,3,33.4,3.8,4.3,4.4,69.2,79.7,2433.9,1608,6,8
2023-12-09,IB9149,MAD,GRX,217,25,4470,8,7,3543.8,2427.9,886,10426,831,106,132,true,B25,T4,A350,300,30,270,72.3,122.9,26669.3,15694.8,4.6,1,Soleado,Soleado,10,10,12.4,12.3,1018.9,1015.5,68,60,3,1,195,434,59,false,30,7,7,37.9,4.1,4.3,4.2,62.7,76.6,1433.5,1301,14,5
2023-12-10,VY5777,MAD,SPC,224,15,6000,16,3,2418.5,1502.5,829,9431,1288,133,133,false,A1,T4,A321,220,22,198,101.8,112.0,25088.0,41355.9,4.5,0,Nublado,Nublado,10,10,20.5,16.9,1015.5,1016.8,64,86,2,2,201,448,64,true,22,1,3,39.3,4.6,4.7,3.9,78.2,86.3,807.9,2063,14,7
2023-12-11,IB3415,BCN,SCQ,185,15,7304,12,5,2599.9,1010.1,801,10437,679,94,110,false,C23,T1,A321,220,22,198,84.1,237.2,43882.0,39175.8,4.2,1,Soleado,Lluvia,10,5,14.6,14.5,1016.2,1016.1,69,62,5,2,166,370,63,false,22,7,7,42.0,4.1,4.8,4.3,78.9,72.6,1628.7,1874,6,7
2023-12-12,IB9907,MAD,GRX,253,9,5709,8,5,2157.7,2469.7,889,11572,933,76,92,true,B5,T4,A330,250,25,225,101.2,284.1,71877.3,17014.2,4.2,1,Soleado,Soleado,10,10,15.9,15.9,1018.4,1008.2,75,61,2,1,227,506,44,false,25,1,9,35.8,4.4,4.1,3.7,67.6,77.4,2009.8,1717,14,8
2023-12-13,IB8038,BCN,FCO,252,29,4051,15,8,3489.3,1709.3,813,9843,1079,106,111,true,C6,T1,A350,300,30,270,84.0,235.5,59346.0,44172.4,4.3,3,Soleado,Nublado,10,10,17.8,16.4,1009.3,1009.0,63,60,2,1,226,504,57,true,30,2,8,40.4,3.8,4.0,4.0,56.1,89.1,1116.4,1598,10,8
2023-12-14,IB9555,BCN,LEI,156,30,7317,10,5,2382.9,1487.7,865,11259,641,91,125,false,B5,T1,A319,180,18,162,86.7,126.8,19780.8,27514.6,3.9,2,Nublado,Soleado,10,10,12.7,17.3,1013.4,1018.8,86,88,1,1,140,312,60,true,18,8,2,37.5,4.4,4.4,4.9,62.9,84.7,1823.8,1906,6,7
2023-12-15,IB9175,BCN,ORY,230,19,4002,17,5,3727.4,2280.1,825,10769,723,141,166,true,B6,T1,A350,300,30,270,76.7,119.9,27577.0,43659.7,4.5,3,Nublado,Soleado,10,10,14.0,15.1,1013.9,1015.8,80,71,5,0,207,460,55,false,30,7,3,39.3,4.4,3.7,4.4,76.3,63.3,2167.7,2189,10,9
2023-12-16,VY1202,MAD,FUE,187,24,4573,18,8,2270.5,2387.0,878,10698,503,83,92,true,A5,T4,A350,300,30,270,62.3,149.5,27956.5,37745.6,3.7,3,Nublado,Lluvia,10,6,15.4,12.8,1011.4,1019.2,86,62,2,1,168,374,44,false,30,4,1,48.8,4.8,4.8,4.9,68.0,70.4,1569.3,2267,15,6
2023-12-17,VY2248,BCN,XRY,208,17,5401,14,4,3406.1,2234.8,867,10406,1087,146,166,false,B8,T1,A319,180,18,162,115.6,196.9,40955.2,18702.4,4.6,1,Nublado,Soleado,10,10,20.3,21.7,1017.1,1016.9,64,77,2,0,187,416,43,false,18,0,9,43.0,4.2,3.7,4.9,73.9,77.2,1128.1,1583,14,10
2023-12-18,VY6263,MAD,AGP,245,9,5660,9,6,3508.2,1800.9,860,9136,884,136,151,true,A2,T4,A330,250,25,225,98.0,252.4,61838.0,26700.1,4.4,2,Nublado,Nublado,10,10,14.1,17.7,1018.0,1010.5,71,89,5,2,220,490,53,false,25,0,10,43.3,4.8,4.2,4.7,57.1,85.6,1606.5,1990,7,6
2023-12-19,VY7747,BCN,SPC,218,2,4482,7,6,2775.0,1804.1,890,11548,941,114,126,true,C15,T1,A330,250,25,225,87.2,272.5,59405.0,29865.2,4.9,0,Lluvia,Soleado,3,10,21.3,19.7,1019.0,1016.8,61,66,2,2,196,436,51,false,25,3,5,47.1,3.7,3.9,3.8,77.9,72.7,2092.8,1910,13,12
2023-12-20,VY6542,MAD,SPC,261,6,5369,22,7,3447.2,1845.2,807,11902,654,96,105,false,A7,T4,A321,220,22,198,118.6,262.7,68564.7,14996.6,4.0,0,Nublado,Soleado,10,10,13.7,19.3,1013.8,1018.5,70,65,1,1,234,522,43,true,22,5,10,36.1,4.1,4.6,4.5,54.9,86.8,918.0,2098,9,8
2023-12-21,VY6508,MAD,TFN,236,2,6231,22,6,2199.4,1901.1,890,10424,571,116,124,false,B5,T4,A319,180,18,162,131.1,206.4,48710.4,32174.6,4.1,3,Nublado,Nublado,10,10,12.7,13.6,1016.8,1019.6,68,79,4,1,212,472,62,true,18,7,6,48.4,4.5,4.0,4.1,73.6,72.1,1767.1,2385,11,8
2023-12-22,IB4412,BCN,LEI,194,12,4896,8,4,2101.2,1549.8,883,10572,579,90,106,false,A7,T1,A321,220,22,198,88.2,110.3,21398.2,16866.4,4.5,3,Soleado,Nublado,10,10,15.2,19.7,1011.6,1010.0,60,81,5,2,174,388,44,true,22,0,8,43.8,3.9,4.0,4.7,54.8,78.3,746.1,2281,9,6
2023-12-23,IB6282,BCN,GRX,226,8,6990,14,8,1949.0,941.6,838,9476,788,96,100,false,B16,T1,A320,200,20,180,113.0,179.9,40657.4,42134.7,4.3,1,Lluvia,Lluvia,8,3,21.2,18.1,1012.3,1011.8,63,66,5,2,203,452,55,false,20,2,4,47.3,4.3,4.3,4.0,53.9,72.9,1964.0,1662,13,8
2023-12-24,IB4186,MAD,AMS,141,10,6977,22,7,2973.0,1996.7,816,11222,484,93,102,true,C12,T4,A350,300,30,270,47.0,113.9,16059.9,47443.8,4.6,2,Nublado,Soleado,10,10,21.4,16.6,1013.1,1015.0,71,86,1,1,126,282,47,true,30,7,10,45.2,4.5,4.5,4.6,73.1,87.0,2485.3,1681,7,9
2023-12-25,IB7472,MAD,SCQ,190,7,4955,21,5,2179.0,2013.0,815,9649,1257,90,105,true,B17,T4,A319,180,18,162,105.6,296.0,56240.0,43525.0,4.8,3,Soleado,Soleado,10,10,13.4,16.7,1015.1,1010.5,76,61,4,1,171,380,64,false,18,3,8,33.6,4.0,4.1,4.2,57.5,77.0,2013.8,2396,9,10
2023-12-26,VY4238,MAD,MXP,247,23,6833,14,7,3316.9,1265.6,851,10305,547,72,84,false,A1,T4,A320,200,20,180,123.5,111.1,27441.7,34997.0,4.9,3,Soleado,Lluvia,10,6,18.3,15.2,1010.1,1009.0,67,76,5,2,222,494,42,true,20,8,4,37.1,4.5,3.8,4.1,55.0,77.6,2218.9,1442,15,10
2023-12-27,IB4035,MAD,FUE,277,1,6042,13,3,2079.7,1708.8,888,11863,586,89,91,false,A4,T4,A330,250,25,225,110.8,221.2,61272.4,37197.9,4.5,3,Lluvia,Nublado,9,10,14.2,14.8,1017.6,1018.7,64,73,5,2,249,554,48,true,25,2,5,36.8,4.7,4.9,3.9,73.7,67.2,2074.4,2388,14,5
2023-12-28,IB9012,MAD,HOR,199,4,4836,13,4,3296.4,2040.1,802,11063,724,98,102,true,C19,T4,A321,220,22,198,90.5,247.7,49292.3,29310.6,4.1,3,Lluvia,Nublado,8,10,18.8,12.0,1011.0,1016.8,71,63,3,2,179,398,57,false,22,2,4,48.9,4.3,4.1,4.3,66.7,77.0,2437.3,1980,10,7
2023-12-29,IB1339,BCN,LHR,277,19,5789,16,7,2466.5,943.2,823,10697,401,139,153,true,A12,T1,A350,300,30,270,92.3,215.0,59555.0,16705.6,4.8,1,Nublado,Nublado,10,10,19.0,16.9,1012.3,1019.0,89,85,2,0,249,554,65,true,30,7,9,49.7,4.2,3.8,4.4,55.2,70.8,2365.9,1481,10,7
2023-12-30,VY2970,BCN,FUE,178,14,4956,7,8,2029.9,1585.3,855,11349,779,146,158,false,A24,T1,A350,300,30,270,59.3,158.8,28266.4,40904.7,4.3,2,Lluvia,Nublado,5,10,19.5,17.4,1012.6,1012.6,70,77,4,2,160,356,49,false,30,7,3,39.9,4.5,4.2,4.6,63.0,70.7,2252.8,2274,10,8
2023-12-31,IB7673,MAD,GRO,208,8,4465,16,7,2316.9,1583.1,861,9885,1268,114,118,false,A21,T4,A319,180,18,162,115.6,265.9,55307.2,42764.6,4.8,0,Nublado,Nublado,10,10,12.8,21.8,1013.7,1016.6,80,89,2,1,187,416,58,true,18,1,4,49.7,3.8,4.4,4.4,58.9,83.8,1757.2,2102,6,10
2024-01-01,IB5950,BCN,GRO,205,8,7179,15,4,3649.3,2454.4,826,10488,866,103,117,false,B8,T1,A330,250,25,225,82.0,199.4,40877.0,31816.6,4.6,3,Nublado,Nublado,10,10,14.5,20.5,1010.0,1016.1,88,81,4,1,184,410,63,false,25,5,6,46.2,4.0,4.1,4.4,60.1,73.1,2364.5,2167,8,11
2024-01-02,VY3943,MAD,BIO,236,18,6942,19,5,2565.7,2363.2,842,11708,1072,103,115,false,B7,T4,A321,220,22,198,107.3,180.6,42621.6,39854.8,4.6,3,Lluvia,Soleado,5,10,12.2,16.5,1012.1,1009.9,88,89,1,0,212,472,49,false,22,0,7,33.8,3.7,4.2,4.5,50.2,75.6,2471.0,2307,13,7
2024-01-03,IB5888,MAD,LIS,159,22,7090,7,7,2373.9,939.4,841,10432,1139,65,72,false,C6,T4,A330,250,25,225,63.6,114.9,18269.1,20171.9,4.5,2,Lluvia,Soleado,10,10,14.1,16.9,1014.9,1012.2,71,90,4,0,143,318,45,true,25,0,2,38.0,4.0,4.9,4.5,74.2,82.8,837.5,2326,8,11
2024-01-04,IB7280,MAD,TFN,210,1,4501,17,3,2643.9,2401.9,811,9259,1176,83,93,false,C6,T4,A320,200,20,180,105.0,134.3,28203.0,38075.1,4.0,1,Nublado,Soleado,10,10,16.2,13.9,1011.3,1018.1,61,71,5,0,189,420,60,true,20,8,10,49.3,4.2,4.6,4.8,74.3,65.4,1237.7,1824,14,10
2024-01-05,VY9182,MAD,BIO,264,27,4811,13,4,1883.9,2441.8,825,9851,1258,132,134,true,C10,T4,A350,300,30,270,88.0,171.8,45355.2,33926.1,3.7,3,Nublado,Lluvia,10,3,13.9,12.9,1011.2,1014.7,89,86,4,2,237,528,47,true,30,8,6,44.9,4.0,4.1,4.4,53.5,62.1,2118.8,2273,12,6
2024-01-06,VY9078,BCN,MAH,183,25,5357,21,3,2325.6,1896.0,853,10928,1268,122,143,true,A2,T1,A330,250,25,225,73.2,149.2,27303.6,42030.0,4.8,2,Nublado,Soleado,10,10,20.5,17.7,1010.6,1016.4,80,61,2,2,164,366,61,true,25,8,3,46.8,4.0,4.7,4.6,56.8,66.4,2144.6,1647,11,6
2024-01-07,IB1109,MAD,VGO,256,6,5392,22,8,3510.9,1751.9,848,11059,913,91,100,false,B22,T4,A319,180,18,162,142.2,290.0,74240.0,33697.6,4.2,1,Nublado,Soleado,10,10,14.8,15.0,1019.7,1018.2,74,80,1,1,230,512,61,false,18,3,4,43.6,3.9,4.7,4.6,60.9,78.9,2090.8,1414,7,12
2024-01-08,IB4966,BCN,FAO,168,7,5291,7,8,2912.5,844.9,872,9379,1261,149,164,false,C15,T1,A319,180,18,162,93.3,279.3,46922.4,19968.3,4.8,3,Soleado,Nublado,10,10,20.8,15.2,1013.5,1008.2,63,64,2,1,151,336,62,true,18,5,8,42.6,4.3,4.7,4.7,51.5,88.5,1082.7,2135,12,8
2024-01-09,IB2564,MAD,LCG,243,13,4415,11,3,2127.0,2290.9,819,11281,630,99,103,false,B4,T4,A321,220,22,198,110.5,265.5,64516.5,32910.4,4.6,0,Nublado,Soleado,10,10,20.2,20.4,1012.1,1010.0,70,68,2,1,218,486,49,true,22,6,10,34.2,4.8,3.8,4.6,59.4,84.1,1909.2,1566,15,12
2024-01-10,VY3754,BCN,IBZ,227,12,6594,8,3,2559.5,2349.1,886,10262,1018,130,132,true,C20,T1,A350,300,30,270,75.7,120.6,27376.2,17851.0,4.0,1,Nublado,Nublado,10,10,15.2,13.6,1013.8,1008.1,80,71,4,1,204,454,41,true,30,1,7,37.2,4.3,4.3,3.7,78.1,67.2,737.4,2147,13,9
2024-01-11,VY9327,MAD,BJZ,189,1,6537,20,3,2279.7,1847.3,864,9477,1219,137,144,false,A16,T4,A321,220,22,198,85.9,192.1,36306.9,20179.0,4.1,3,Soleado,Soleado,10,10,21.5,13.9,1013.4,1013.6,67,66,1,2,170,378,61,true,22,5,8,49.6,3.9,4.4,3.9,79.9,71.4,2436.0,1471,14,9
2024-01-12,IB3750,MAD,BIO,218,1,5543,13,8,2776.8,1794.5,800,9584,1149,137,140,false,C21,T4,A320,200,20,180,109.0,220.4,48047.2,34003.0,4.5,0,Nublado,Soleado,10,10,18.5,19.2,1013.9,1012.6,68,74,3,2,196,436,63,false,20,1,5,44.3,4.7,4.5,4.5,57.0,67.1,1553.0,1746,15,6
2024-01-13,VY5755,BCN,IBZ,192,27,7217,11,8,1808.0,914.5,882,11496,1003,82,116,false,B6,T1,A319,180,18,162,106.7,292.2,56102.4,19192.5,4.1,3,Lluvia,Lluvia,4,10,14.4,18.4,1013.5,1015.4,85,75,1,1,172,384,46,true,18,7,10,37.8,4.1,3.9,4.7,61.5,85.0,1471.0,2221,8,10
2024-01-14,VY8376,MAD,MXP,204,1,4437,13,6,2574.3,2437.4,809,11567,1294,59,60,false,A25,T4,A350,300,30,270,68.0,265.8,54223.2,41512.1,4.3,1,Soleado,Nublado,10,10,12.2,15.0,1013.3,1013.7,82,72,4,2,183,408,54,false,30,7,7,34.5,3.7,4.7,3.8,50.5,70.3,988.0,2215,9,7
2024-01-15,IB4500,BCN,BJZ,257,20,6680,15,5,1955.0,1790.4,842,9574,808,76,82,true,B24,T1,A330,250,25,225,102.8,204.6,52582.2,15263.4,4.5,0,Soleado,Lluvia,10,7,13.6,17.4,1015.6,1019.0,78,72,4,2,231,514,45,false,25,5,5,36.8,4.1,3.9,4.2,61.3,83.3,2133.6,2254,14,8
2024-01-16,VY9461,BCN,ORY,177,17,4706,10,3,1849.3,2276.4,834,10788,668,123,123,true,C7,T1,A321,220,22,198,80.5,153.0,27081.0,42757.5,4.1,2,Nublado,Soleado,10,10,21.3,21.0,1018.2,1017.7,82,74,2,1,159,354,46,true,22,0,10,47.1,4.0,4.0,4.3,75.5,73.2,967.5,2398,11,12
2024-01-17,IB8110,BCN,LHR,264,19,5820,11,7,3458.1,1888.6,811,10482,937,122,139,true,B3,T1,A330,250,25,225,105.6,232.7,61432.8,36525.1,4.7,1,Soleado,Soleado,10,10,19.4,17.4,1015.6,1014.4,61,78,2,1,237,528,54,false,25,6,1,46.7,4.9,4.0,4.1,62.4,68.8,2203.3,2033,9,6
2024-01-18,IB8995,BCN,VLC,173,19,7132,21,3,2303.2,1165.1,855,9678,1038,121,121,true,C18,T1,A320,200,20,180,86.5,188.1,32541.3,39109.2,4.0,1,Soleado,Soleado,10,10,14.8,13.8,1011.7,1014.3,71,78,2,0,155,346,56,false,20,5,6,49.8,3.9,4.8,4.4,72.8,83.5,2318.8,2193,12,11
2024-01-19,IB3369,MAD,LHR,171,13,5083,15,5,2966.7,1350.0,847,11419,515,143,149,false,B20,T4,A319,180,18,162,95.0,109.9,18792.9,42266.9,4.1,3,Nublado,Soleado,10,10,20.0,20.5,1018.0,1012.9,85,90,5,1,153,342,58,true,18,0,10,39.2,4.0,3.9,3.8,64.0,68.1,1705.3,1639,14,10
2024-01-20,IB8872,BCN,LCG,264,16,7027,8,8,2911.2,1846.4,813,11349,743,98,120,true,A17,T1,A330,250,25,225,105.6,232.7,61432.8,27245.6,4.2,0,Nublado,Lluvia,10,5,17.7,20.7,1011.1,1014.1,84,78,1,1,237,528,52,true,25,7,1,34.6,4.5,3.9,4.4,56.1,77.2,2349.7,2279,15,8
2024-01-21,VY7526,BCN,BIO,264,30,6455,14,4,3168.8,2109.0,842,9537,541,115,122,true,B6,T1,A319,180,18,162,146.7,260.9,68877.6,39125.9,3.8,0,Soleado,Lluvia,10,6,16.3,14.0,1011.6,1013.5,82,74,5,0,237,528,54,false,18,8,3,39.8,4.1,4.7,4.8,70.4,67.1,2256.6,1825,13,11
2024-01-22,VY5890,BCN,LEI,173,14,7396,11,3,2996.1,2249.4,807,10189,469,105,105,false,C16,T1,A321,220,22,198,78.6,202.6,35049.8,32709.2,4.1,0,Lluvia,Nublado,3,10,17.2,18.4,1014.3,1010.3,83,72,5,2,155,346,62,true,22,5,4,38.2,3.9,4.5,4.2,76.7,72.2,1284.5,2045,7,5
2024-01-23,VY8211,BCN,TFN,154,20,5348,14,6,2821.0,1572.8,877,11366,500,54,66,false,C10,T1,A330,250,25,225,61.6,177.6,27350.4,20846.9,4.8,0,Soleado,Nublado,10,10,14.0,16.9,1008.4,1018.9,65,67,1,2,138,308,51,false,25,5,9,48.8,3.8,4.4,4.4,58.1,72.9,2299.1,1318,14,8
2024-01-24,VY5761,BCN,ORY,184,15,6884,15,4,1751.2,2099.3,884,10142,699,75,83,true,A4,T1,A321,220,22,198,83.6,170.8,31427.2,22199.4,3.8,3,Lluvia,Lluvia,9,3,18.6,17.8,1011.8,1015.3,83,78,3,0,165,368,47,true,22,8,6,46.0,4.4,4.5,3.9,67.6,72.3,2269.2,2088,13,11
2024-01-25,IB5349,BCN,LCG,259,11,6386,15,5,3235.6,1847.6,830,9940,1080,91,94,false,B16,T1,A319,180,18,162,143.9,107.4,27816.6,19492.3,3.7,2,Lluvia,Soleado,7,10,14.1,14.7,1012.0,1009.9,68,81,4,2,233,518,59,false,18,2,9,35.3,4.5,4.7,4.3,60.8,89.5,2440.5,2364,13,10
2024-01-26,VY1260,MAD,HOR,167,17,7479,15,6,1714.7,1791.1,859,11343,751,139,155,false,C22,T4,A321,220,22,198,75.9,108.2,18069.4,19653.5,4.5,3,Lluvia,Nublado,4,10,15.0,21.1,1017.8,1008.0,72,64,4,1,150,334,41,true,22,7,2,49.8,4.8,4.4,4.3,72.5,78.6,1256.7,1788,9,7
2024-01-27,IB8497,MAD,MXP,196,27,4617,21,5,2314.4,2221.6,809,10968,942,105,133,false,A11,T4,A350,300,30,270,65.3,136.3,26714.8,38620.1,4.1,1,Soleado,Nublado,10,10,16.8,21.2,1014.6,1015.7,85,74,1,1,176,392,47,false,30,3,10,45.4,4.2,3.9,4.7,61.7,84.7,1491.7,2276,14,8
2024-01-28,VY1170,BCN,SCQ,145,26,5671,9,3,2728.2,1800.0,835,9968,566,76,111,true,C23,T1,A320,200,20,180,72.5,172.3,24983.5,28444.4,4.3,2,Lluvia,Nublado,6,10,16.9,20.2,1017.1,1016.2,72,69,5,2,130,290,56,true,20,0,2,38.1,4.2,4.5,4.6,70.8,61.8,1747.3,1527,11,12
2024-01-29,VY1636,MAD,AMS,189,25,4759,15,8,3589.7,1821.6,872,10031,902,121,156,false,B14,T4,A320,200,20,180,94.5,127.1,24021.9,21755.8,4.8,0,Nublado,Nublado,10,10,14.6,17.0,1011.3,1012.6,84,65,1,1,170,378,55,false,20,7,6,48.0,3.9,3.8,3.7,59.6,72.0,1207.9,1820,12,11
2024-01-30,VY8976,BCN,CDG,280,0,4394,11,3,2886.2,2255.4,842,11658,1236,60,62,true,A6,T1,A321,220,22,198,127.3,138.6,38808.0,47328.6,3.7,1,Nublado,Nublado,10,10,12.8,13.7,1012.4,1012.4,84,87,5,0,252,560,57,true,22,7,10,43.6,4.5,4.2,4.5,78.2,69.7,1427.5,1807,10,9
2024-01-31,IB5480,BCN,ORY,149,17,5296,19,5,2901.4,1232.3,818,10456,1009,51,67,false,B3,T1,A330,250,25,225,59.6,131.3,19563.7,39965.9,4.5,1,Nublado,Lluvia,10,9,14.8,17.7,1015.4,1016.9,80,87,1,0,134,298,61,true,25,8,7,35.4,4.7,4.7,4.6,57.6,89.0,706.6,1944,9,5
2024-02-01,VY8834,MAD,GRX,161,22,5185,12,3,2793.0,878.6,870,11175,776,123,145,true,A10,T4,A350,300,30,270,53.7,280.1,45096.1,41793.3,3.7,3,Lluvia,Nublado,10,10,15.1,19.0,1014.5,1010.0,64,68,1,0,144,322,55,false,30,5,7,48.0,3.8,3.9,4.2,62.4,84.5,2432.0,2261,14,11
2024-02-02,VY3517,MAD,TFS,259,20,6792,17,3,2398.5,1533.6,871,10214,670,52,52,false,A18,T4,A320,200,20,180,129.5,243.6,63092.4,35090.7,4.8,2,Soleado,Nublado,10,10,14.2,17.3,1011.1,1017.2,82,67,2,0,233,518,51,false,20,5,2,43.3,4.3,3.8,4.2,61.9,71.0,1294.3,1683,11,6
2024-02-03,VY2302,MAD,FCO,254,25,7427,13,7,3402.7,2018.9,864,9654,618,52,77,false,A21,T4,A320,200,20,180,127.0,171.5,43561.0,33649.7,3.8,2,Soleado,Nublado,10,10,12.4,15.0,1016.3,1011.9,86,89,3,1,228,508,42,true,20,2,2,38.8,4.1,4.4,4.3,74.2,73.8,2346.6,1463,13,10
2024-02-04,VY6737,BCN,LIS,173,15,5169,20,4,3224.8,863.8,861,10757,440,131,136,false,C5,T1,A321,220,22,198,78.6,181.4,31382.2,48159.1,3.9,2,Nublado,Lluvia,10,7,19.1,21.2,1011.3,1011.4,68,66,2,2,155,346,61,false,22,8,4,36.9,4.4,4.5,3.7,79.4,61.3,1050.7,1718,15,11
2024-02-05,IB8559,MAD,XRY,205,10,6249,13,7,2376.6,2231.5,800,11041,1037,82,91,true,B7,T4,A320,200,20,180,102.5,283.4,58097.0,38334.0,4.0,2,Nublado,Nublado,10,10,16.8,14.3,1015.3,1017.7,72,74,4,0,184,410,43,false,20,5,10,46.9,4.8,4.0,4.8,72.3,67.0,1862.5,1965,15,10
2024-02-06,VY3372,MAD,LEI,182,7,6494,13,7,1719.0,2456.3,825,11176,402,109,121,true,C14,T4,A320,200,20,180,91.0,160.0,29120.0,17098.6,4.0,2,Nublado,Nublado,10,10,20.2,20.5,1016.9,1013.5,62,88,4,0,163,364,48,true,20,5,2,40.2,4.5,4.3,4.7,68.5,85.0,1848.8,1382,7,8
2024-02-07,IB9372,MAD,FUE,158,11,5182,22,8,1990.3,2389.7,800,12035,1178,135,146,false,B16,T4,A319,180,18,162,87.8,284.9,45014.2,25109.6,4.6,3,Lluvia,Lluvia,10,3,13.7,18.3,1010.5,1013.8,84,88,4,0,142,316,51,true,18,7,9,41.0,4.6,4.6,4.5,51.7,78.3,976.6,2342,9,11
2024-02-08,VY9558,BCN,BIO,215,25,6819,15,6,2323.6,2259.6,836,11087,957,140,157,true,B24,T1,A320,200,20,180,107.5,266.7,57340.5,29008.6,4.2,2,Soleado,Lluvia,10,7,13.0,17.4,1010.4,1015.4,80,89,2,1,193,430,52,false,20,1,9,47.0,4.5,3.7,4.1,59.7,72.3,1018.6,2214,6,9
2024-02-09,IB9051,BCN,FAO,237,19,4490,7,7,2535.7,2455.2,852,10647,1235,56,78,true,B20,T1,A319,180,18,162,131.7,255.1,60458.7,24171.4,4.1,0,Soleado,Lluvia,10,2,14.3,12.5,1009.6,1011.3,60,88,4,2,213,474,46,true,18,3,7,43.8,4.6,4.5,4.4,79.2,89.0,1598.1,1697,13,8
2024-02-10,VY9488,MAD,SCQ,242,28,7382,21,7,3493.1,1656.6,866,9682,1001,71,87,false,A25,T4,A321,220,22,198,110.0,277.3,67106.6,31716.6,4.8,3,Lluvia,Lluvia,5,6,20.9,12.6,1016.2,1013.8,65,79,4,1,217,484,54,true,22,2,7,36.2,4.4,4.7,4.5,62.5,64.8,895.7,2030,13,8
2024-02-11,IB7823,MAD,GRO,180,21,6045,15,6,1809.5,1414.2,880,12161,956,52,80,true,A16,T4,A330,250,25,225,72.0,194.9,35082.0,46689.1,4.0,0,Lluvia,Lluvia,9,4,21.4,20.6,1016.1,1017.8,69,74,4,1,162,360,63,true,25,1,9,41.8,4.6,4.6,4.4,72.8,63.5,2008.7,2146,10,12
2024-02-12,IB8278,BCN,SVQ,222,8,5379,11,8,3086.0,1986.4,873,9675,485,92,103,false,A13,T1,A330,250,25,225,88.8,172.5,38295.0,42949.0,4.5,0,Lluvia,Lluvia,7,5,19.1,20.1,1010.8,1019.8,75,68,1,1,199,444,52,true,25,5,4,36.2,3.9,3.8,4.8,60.9,62.1,2114.8,2125,12,10
2024-02-13,VY2944,MAD,LIS,265,30,6574,8,5,1753.5,1660.8,860,10908,486,102,108,false,B8,T4,A350,300,30,270,88.3,136.3,36119.5,19178.2,4.3,2,Nublado,Soleado,10,10,12.1,21.4,1017.2,1017.9,73,77,1,2,238,530,65,false,30,7,1,37.5,4.5,4.6,4.1,75.5,60.7,1836.8,1755,15,10
2024-02-14,IB8928,MAD,FCO,192,21,7315,17,5,2075.8,1609.4,865,11771,449,142,142,false,B14,T4,A350,300,30,270,64.0,107.0,20544.0,30272.7,3.7,2,Nublado,Nublado,10,10,14.5,19.6,1013.3,1017.9,68,64,1,2,172,384,63,false,30,3,6,43.3,4.4,4.3,4.2,62.5,65.3,1247.8,1387,14,10
